release_date,price,average_playtime,release_month,release_year,multi_player,single_player,sports,total_ratings
2014-04-16,6.99,75,4,2014,0,1,0,235
2015-07-09,29.99,305,7,2015,1,1,1,6554
2014-04-08,3.99,188,4,2014,0,1,0,180
2014-08-27,14.99,434,8,2014,0,1,0,35492
2014-07-11,4.99,0,7,2014,0,1,0,58
2015-09-03,4.99,0,9,2015,0,1,0,48
2014-07-02,4.99,0,7,2014,1,1,0,167
2016-01-08,4.99,0,1,2016,0,1,0,6
2014-03-14,4.79,0,3,2014,1,1,0,488
2014-03-14,3.99,184,3,2014,0,1,0,145
2014-10-06,15.49,0,10,2014,0,1,0,27
2014-07-14,6.99,0,7,2014,0,1,0,67
2015-05-19,0.0,934,5,2015,1,1,1,10897
2014-04-04,4.79,6,4,2014,0,1,0,625
2014-04-16,10.99,205,4,2014,1,1,0,152
2014-05-01,6.99,110,5,2014,0,1,0,800
2014-06-06,2.99,239,6,2014,0,1,0,603
2014-05-12,6.99,0,5,2014,0,1,0,370
2017-09-20,6.99,43,9,2017,0,1,0,290
2014-04-03,2.79,243,4,2014,1,1,0,108
2014-11-11,11.99,221,11,2014,1,1,0,1049
2015-02-24,4.99,452,2,2015,0,1,0,11773
2014-08-27,14.99,363,8,2014,0,1,0,29357
2014-06-12,14.99,2379,6,2014,1,1,0,5598
2014-05-30,22.99,0,5,2014,1,1,0,515
2015-05-21,14.99,0,5,2015,0,1,0,231
2018-03-13,25.99,0,3,2018,0,1,0,1414
2015-09-01,24.99,3007,9,2015,1,1,0,43597
2014-04-24,3.99,7,4,2014,0,1,0,128
2014-04-03,6.99,0,4,2014,0,1,0,21
2014-06-16,5.59,0,6,2014,0,1,0,23
2015-09-17,4.79,0,9,2015,0,1,0,223
2014-06-02,2.89,250,6,2014,0,1,0,249
2016-07-21,9.99,0,7,2016,0,1,0,142
2015-08-31,0.0,106,8,2015,0,0,0,2688
2015-05-08,10.99,0,5,2015,1,1,0,106
2015-11-06,6.99,212,11,2015,0,1,0,7752
2015-10-19,3.99,0,10,2015,0,1,0,9
2014-08-05,3.99,0,8,2014,0,1,0,217
2014-04-03,3.99,0,4,2014,0,1,0,470
2014-07-09,6.99,168,7,2014,0,1,0,949
2016-07-15,5.19,0,7,2016,0,1,0,20
2014-12-09,10.99,0,12,2014,0,1,0,565
2016-05-03,26.99,0,5,2016,1,1,1,674
2014-07-28,3.99,167,7,2014,0,1,0,10486
2016-08-22,23.79,0,8,2016,0,1,0,200
2015-11-05,4.99,0,11,2015,1,1,0,172
2014-04-08,14.99,0,4,2014,0,1,0,292
2014-09-12,26.99,708,9,2014,0,1,0,5155
2014-04-30,4.99,0,4,2014,0,1,0,34
2014-08-07,4.99,0,8,2014,0,1,0,10
2014-07-15,4.99,0,7,2014,0,1,0,17
2014-05-29,4.99,0,5,2014,0,1,0,46
2014-12-03,4.99,0,12,2014,0,1,0,26
2014-05-15,2.09,0,5,2014,0,1,0,18
2014-04-11,2.09,0,4,2014,0,1,0,12
2014-04-25,4.99,0,4,2014,0,1,0,25
2014-04-17,3.99,0,4,2014,0,1,0,74
2014-04-08,3.99,0,4,2014,0,1,0,71
2014-04-10,3.99,0,4,2014,0,1,0,95
2017-08-10,22.99,0,8,2017,0,1,0,111
2014-07-31,14.99,0,7,2014,0,1,0,442
2015-04-16,4.79,0,4,2015,0,1,0,461
2014-04-08,3.99,0,4,2014,0,1,0,51
2014-04-01,3.99,0,4,2014,0,1,0,47
2016-10-20,49.99,3371,10,2016,1,1,0,57452
2014-05-30,3.99,202,5,2014,0,1,0,2039
2014-09-18,22.99,1045,9,2014,1,1,0,12122
2014-05-22,1.99,0,5,2014,0,1,0,284
2014-04-23,1.99,0,4,2014,0,1,0,235
2014-04-23,1.99,272,4,2014,0,1,0,64
2014-05-22,2.79,0,5,2014,1,1,0,17
2014-04-16,4.99,0,4,2014,0,1,0,142
2014-04-03,2.79,0,4,2014,0,1,0,212
2014-04-16,3.99,0,4,2014,1,1,0,563
2014-04-30,1.99,0,4,2014,0,1,0,47
2014-04-03,3.99,0,4,2014,0,1,0,226
2014-04-23,1.99,0,4,2014,0,1,0,91
2014-04-03,1.99,0,4,2014,0,1,0,54
2014-04-16,2.79,236,4,2014,0,1,0,225
2014-04-16,2.79,271,4,2014,0,1,0,271
2014-04-23,1.99,0,4,2014,1,1,0,198
2014-04-03,1.99,0,4,2014,0,1,0,76
2014-04-16,2.79,0,4,2014,0,1,0,103
2014-08-19,9.99,518,8,2014,0,1,0,907
2014-04-09,6.99,0,4,2014,0,1,0,76
2014-04-04,6.99,0,4,2014,0,1,0,450
2014-04-11,14.99,114,4,2014,0,1,0,474
2014-12-19,25.99,1686,12,2014,1,1,0,19704
2014-12-08,14.99,38,12,2014,1,1,0,1234
2015-05-01,4.99,332,5,2015,1,1,1,549
2014-04-17,3.99,0,4,2014,0,1,0,218
2014-04-17,3.99,0,4,2014,0,1,0,134
2014-04-17,5.59,0,4,2014,0,1,0,115
2014-04-30,3.99,167,4,2014,0,1,0,281
2014-09-23,17.99,222,9,2014,0,1,0,857
2014-11-18,10.99,315,11,2014,1,1,0,3401
2016-07-19,6.99,4,7,2016,0,1,0,263
2017-02-08,14.99,75,2,2017,0,1,0,135
2014-05-19,6.99,107,5,2014,0,1,0,319
2016-05-05,0.0,0,5,2016,0,1,0,286
2015-11-17,15.49,3497,11,2015,1,0,0,9562
2014-07-21,6.99,28,7,2014,0,1,0,313
2014-04-14,0.79,0,4,2014,0,1,0,301
2015-10-20,14.99,618,10,2015,0,1,0,5981
2014-05-01,10.99,55,5,2014,0,1,0,89
2015-09-01,14.99,1145,9,2015,0,1,0,9024
2014-07-23,2.09,0,7,2014,0,1,0,145
2014-04-18,3.99,212,4,2014,0,1,0,44
2014-05-16,4.79,0,5,2014,0,1,0,48
2019-03-28,0.0,0,3,2019,0,0,0,205
2018-07-17,7.19,0,7,2018,0,1,0,134
2015-11-05,14.99,168,11,2015,0,1,0,373
2015-04-29,5.79,298,4,2015,0,1,0,334
2014-09-16,0.0,4,9,2014,1,0,0,3250
2014-05-30,6.99,106,5,2014,0,1,0,3151
2015-01-23,22.99,434,1,2015,1,1,0,3459
2016-07-28,13.59,0,7,2016,1,1,0,84
2015-06-04,3.99,50,6,2015,0,1,0,752
2014-05-08,10.99,0,5,2014,0,1,0,283
2014-05-16,10.99,0,5,2014,0,1,0,114
2014-04-18,13.59,0,4,2014,0,1,0,259
2014-05-05,13.99,0,5,2014,0,1,0,78
2014-04-28,0.79,0,4,2014,0,1,0,109
2014-05-02,2.09,86,5,2014,0,1,0,683
2014-11-10,3.99,345,11,2014,0,1,0,188
2014-04-23,6.99,0,4,2014,0,1,0,210
2018-01-18,7.5,0,1,2018,0,1,0,156
2014-04-22,1.59,0,4,2014,0,1,0,64
2014-04-07,3.99,0,4,2014,0,1,0,87
2014-06-12,2.79,262,6,2014,0,1,1,461
2014-07-07,4.79,231,7,2014,0,1,0,103
2016-08-23,0.0,14620,8,2016,1,1,0,4263
2014-05-30,6.99,0,5,2014,0,1,0,45
2014-04-11,6.99,0,4,2014,0,1,0,139
2014-07-01,0.0,949,7,2014,1,0,0,47160
2017-10-17,0.0,724,10,2017,1,1,0,87757
2014-05-28,3.49,0,5,2014,0,1,0,24
2014-04-10,3.99,0,4,2014,0,1,0,212
2015-03-26,22.99,1710,3,2015,0,1,0,13393
2017-05-16,14.99,0,5,2017,0,1,0,89
2014-06-06,6.99,0,6,2014,0,1,0,254
2015-10-29,3.99,0,10,2015,0,1,0,95
2018-03-02,15.49,327,3,2018,1,1,0,5338
2014-05-21,17.99,0,5,2014,0,1,0,449
2014-07-30,8.99,27,7,2014,0,1,0,205
2014-09-18,6.99,0,9,2014,0,1,0,141
2015-05-18,24.99,3068,5,2015,0,1,0,207728
2014-04-16,1.59,0,4,2014,0,1,0,296
2014-04-22,3.29,0,4,2014,0,1,0,20
2014-10-09,10.99,1497,10,2014,0,1,0,9785
2014-12-11,12.99,713,12,2014,0,1,0,3042
2014-04-23,2.79,0,4,2014,0,1,0,132
2014-08-04,3.99,8,8,2014,0,1,0,240
2014-05-01,4.99,0,5,2014,0,1,0,92
2014-05-15,4.99,0,5,2014,0,1,0,69
2014-05-29,3.99,0,5,2014,0,1,0,30
2014-06-06,3.99,0,6,2014,0,1,0,23
2018-05-03,14.99,115,5,2018,0,1,0,351
2014-10-17,1.69,224,10,2014,0,1,0,287
2014-06-06,3.99,194,6,2014,0,1,0,1352
2014-04-24,2.09,32,4,2014,0,1,0,384
2014-07-23,7.19,4435,7,2014,0,1,0,163
2014-04-24,2.09,198,4,2014,0,1,0,2306
2014-05-16,8.99,0,5,2014,1,1,0,96
2014-11-21,6.99,281,11,2014,1,1,0,324
2015-11-11,6.99,226,11,2015,0,1,0,583
2014-05-16,1.69,207,5,2014,0,1,0,523
2015-08-03,3.99,306,8,2015,0,1,0,648
2014-07-18,1.99,189,7,2014,0,1,0,521
2014-09-12,3.99,188,9,2014,0,1,0,2765
2014-04-15,3.99,0,4,2014,0,1,0,90
2014-04-15,3.99,0,4,2014,0,1,0,62
2016-11-03,39.99,3609,11,2016,0,1,0,18391
2014-05-07,14.99,71,5,2014,1,1,0,24
2014-05-01,4.99,0,5,2014,0,1,0,125
2014-05-15,4.99,0,5,2014,0,1,0,158
2014-05-29,4.99,0,5,2014,0,1,0,71
2014-06-06,3.99,0,6,2014,0,1,0,32
2014-06-06,3.99,0,6,2014,0,1,0,23
2014-04-17,3.99,0,4,2014,0,1,0,85
2014-07-08,25.99,262,7,2014,0,1,0,2911
2014-06-17,6.99,3,6,2014,0,1,0,603
2015-07-15,10.99,0,7,2015,0,1,0,160
2014-04-18,0.79,249,4,2014,0,1,0,2597
2014-04-22,0.0,0,4,2014,0,1,0,70
2015-05-19,10.29,0,5,2015,1,0,0,895
2015-04-27,6.99,139,4,2015,0,1,0,445
2015-07-13,0.0,655,7,2015,1,1,0,3645
2014-05-12,4.79,252,5,2014,0,1,0,895
2014-11-21,6.99,0,11,2014,0,1,0,124
2014-05-08,23.79,0,5,2014,1,0,0,85
2014-04-17,5.99,0,4,2014,0,1,0,42
2014-11-10,7.19,163,11,2014,0,1,0,150
2015-08-24,6.99,0,8,2015,0,1,0,133
2014-12-15,10.99,69,12,2014,0,1,0,240
2015-05-27,10.99,0,5,2015,0,1,0,513
2014-08-04,0.0,137,8,2014,1,0,0,1735
2015-09-25,3.99,0,9,2015,1,1,0,78
2014-10-09,12.99,0,10,2014,0,1,0,387
2014-05-01,14.99,0,5,2014,0,1,0,640
2014-06-03,2.79,0,6,2014,1,1,0,118
2014-08-05,10.99,0,8,2014,0,1,0,300
2015-03-12,22.99,209,3,2015,0,1,0,1824
2017-04-11,10.99,64,4,2017,0,1,0,3913
2014-06-30,7.19,17,6,2014,1,0,0,432
2014-05-22,3.99,0,5,2014,1,1,0,553
2014-05-16,3.99,206,5,2014,0,1,0,193
2014-07-14,3.99,0,7,2014,0,1,0,224
2014-05-29,14.99,0,5,2014,0,1,0,68
2014-05-28,6.99,41,5,2014,1,1,0,326
2014-04-24,14.99,0,4,2014,0,1,0,56
2014-04-24,5.59,0,4,2014,0,1,0,8
2015-11-16,10.99,143,11,2015,1,1,0,293
2014-11-10,10.99,285,11,2014,0,1,0,439
2015-07-03,2.09,284,7,2015,0,1,0,1320
2015-02-23,10.99,0,2,2015,0,1,0,121
2018-10-17,27.79,5017,10,2018,0,1,0,39413
2014-05-23,1.59,0,5,2014,0,1,0,1026
2014-12-05,0.0,16,12,2014,1,0,0,774
2015-06-24,5.99,0,6,2015,0,1,0,21
2014-04-18,2.79,242,4,2014,0,1,0,610
2014-07-16,14.99,0,7,2014,0,1,0,31
2014-11-07,6.99,282,11,2014,0,1,0,421
2014-04-29,3.99,0,4,2014,0,1,0,69
2014-08-21,10.99,358,8,2014,0,1,0,532
2014-09-24,9.99,0,9,2014,0,1,0,148
2014-12-29,22.99,0,12,2014,0,0,0,285
2014-05-01,4.99,0,5,2014,0,1,0,128
2014-05-15,4.99,0,5,2014,0,1,0,125
2014-05-29,4.99,0,5,2014,0,1,0,51
2014-06-06,4.99,0,6,2014,0,1,0,60
2014-05-01,3.99,0,5,2014,0,1,0,30
2015-09-03,4.99,0,9,2015,0,1,0,122
2014-05-05,4.99,0,5,2014,0,1,0,96
2014-07-03,4.99,34,7,2014,0,1,0,347
2014-05-15,4.99,0,5,2014,0,1,0,146
2014-05-29,4.99,0,5,2014,0,1,0,76
2014-05-29,4.99,0,5,2014,0,1,0,39
2014-06-06,4.99,0,6,2014,0,1,0,41
2014-05-01,3.99,0,5,2014,0,1,0,32
2014-05-15,3.99,0,5,2014,0,1,0,55
2015-09-03,4.99,0,9,2015,0,1,0,43
2014-05-29,7.99,215,5,2014,0,1,0,276
2014-05-01,3.99,0,5,2014,1,1,0,45
2014-05-01,3.99,0,5,2014,1,1,0,67
2014-12-11,14.99,167,12,2014,1,1,0,1086
2014-09-03,8.99,0,9,2014,0,1,0,216
2014-11-11,14.99,892,11,2014,0,1,0,9700
2014-05-20,0.79,0,5,2014,0,1,0,394
2014-09-23,6.99,0,9,2014,0,1,0,123
2014-08-06,0.0,2,8,2014,0,0,0,1219
2015-04-10,4.79,0,4,2015,0,1,0,204
2014-05-21,3.99,0,5,2014,0,1,0,118
2014-05-30,2.89,0,5,2014,0,1,0,95
2019-03-27,0.79,0,3,2019,0,1,0,2
2017-01-18,14.99,0,1,2017,1,1,0,291
2014-05-30,9.99,1,5,2014,1,1,1,453
2015-01-22,7.19,127,1,2015,0,1,0,1324
2014-08-22,0.0,28,8,2014,0,0,0,427
2014-05-06,2.79,183,5,2014,0,1,0,221
2014-05-30,6.99,0,5,2014,0,1,0,369
2014-04-24,3.99,0,4,2014,0,1,0,342
2014-11-18,11.99,232,11,2014,0,1,0,6399
2014-07-16,0.79,0,7,2014,0,1,0,368
2014-05-02,2.89,0,5,2014,0,1,0,72
2015-07-23,3.99,0,7,2015,0,1,0,96
2014-05-08,1.99,114,5,2014,0,1,0,553
2014-04-23,3.99,0,4,2014,0,1,0,124
2016-02-22,6.99,0,2,2016,0,1,0,91
2016-01-19,10.99,0,1,2016,0,1,0,39
2014-05-30,1.99,342,5,2014,0,1,0,776
2014-08-05,9.29,310,8,2014,0,1,0,1236
2014-05-28,0.79,0,5,2014,1,0,1,77
2014-05-08,1.99,0,5,2014,1,1,0,69
2014-04-30,0.0,0,4,2014,0,1,0,63
2014-04-29,4.99,0,4,2014,0,1,0,285
2014-04-25,4.99,0,4,2014,0,1,0,535
2015-02-25,7.19,0,2,2015,0,1,0,91
2017-03-28,8.99,869,3,2017,1,0,0,6120
2014-07-29,10.99,150,7,2014,1,1,1,6670
2015-04-30,6.99,2273,4,2015,0,1,0,2267
2014-11-10,6.99,128,11,2014,0,1,0,74
2014-05-09,2.89,0,5,2014,0,1,0,98
2015-07-17,6.99,0,7,2015,0,1,0,113
2014-11-14,14.99,0,11,2014,0,1,0,930
2014-08-28,4.79,0,8,2014,1,1,0,43
2014-06-12,4.79,0,6,2014,0,1,0,28
2014-09-26,0.0,1,9,2014,0,1,0,437
2014-05-22,3.99,1,5,2014,0,1,0,69
2015-05-20,11.99,418,5,2015,0,1,0,1618
2014-06-13,5.59,0,6,2014,0,1,0,166
2014-07-02,3.99,309,7,2014,1,1,1,1067
2017-11-02,6.19,0,11,2017,1,1,1,34
2015-02-13,14.99,234,2,2015,0,1,0,1339
2014-05-09,6.99,0,5,2014,0,1,0,54
2015-03-12,4.79,230,3,2015,0,1,0,1849
2016-08-25,3.99,0,8,2016,1,1,0,56
2014-05-05,9.29,5,5,2014,0,1,0,1821
2014-05-13,6.99,146,5,2014,0,1,0,186
2015-09-02,14.99,1109,9,2015,0,1,0,2163
2015-01-28,12.49,1854,1,2015,1,1,0,6834
2014-05-09,7.19,219,5,2014,0,1,0,3237
2015-02-04,7.99,0,2,2015,0,1,0,142
2015-01-22,6.99,0,1,2015,0,1,0,25
2015-09-23,3.99,0,9,2015,0,1,0,21
2014-06-18,3.99,75,6,2014,0,1,0,165
2014-10-30,1.99,0,10,2014,0,1,0,1047
2014-09-18,6.99,226,9,2014,0,1,0,1136
2015-04-14,10.99,46,4,2015,0,1,0,4537
2014-05-05,0.0,15,5,2014,0,1,0,352
2014-07-17,4.99,0,7,2014,0,1,0,205
2014-11-18,6.99,0,11,2014,0,1,1,155
2014-05-22,6.99,0,5,2014,0,1,0,124
2014-12-03,4.79,0,12,2014,0,1,0,620
2014-09-15,4.99,0,9,2014,0,1,0,121
2014-08-19,5.19,0,8,2014,0,1,0,44
2016-03-25,3.99,0,3,2016,0,1,0,168
2014-06-11,3.99,0,6,2014,0,1,0,275
2014-04-24,6.99,0,4,2014,0,1,0,62
2014-07-01,5.59,0,7,2014,0,1,0,65
2014-04-24,3.99,0,4,2014,0,1,0,47
2015-08-25,5.59,0,8,2015,0,1,0,158
2015-09-15,9.99,0,9,2015,1,1,0,57
2014-06-06,29.99,1,6,2014,1,1,0,302
2014-06-13,14.99,586,6,2014,0,1,1,265
2014-10-06,15.49,143,10,2014,0,1,0,924
2015-04-30,11.99,404,4,2015,0,1,0,281
2014-04-29,3.99,0,4,2014,0,1,0,42
2015-12-18,3.99,0,12,2015,1,1,0,1330
2016-08-25,22.99,0,8,2016,1,1,0,4251
2014-12-01,25.99,1062,12,2014,1,1,0,21822
2014-05-15,3.99,0,5,2014,0,1,0,93
2014-11-05,0.0,34,11,2014,1,0,0,1391
2014-05-05,0.0,21168,5,2014,0,1,0,821
2015-11-20,18.99,0,11,2015,0,1,0,38
2015-12-22,0.0,232,12,2015,1,0,0,8059
2014-07-25,0.0,20,7,2014,0,1,0,5889
2014-06-16,6.99,0,6,2014,1,1,0,123
2014-06-06,3.99,0,6,2014,1,1,0,211
2015-08-31,6.99,262,8,2015,0,1,0,124
2017-12-04,6.19,0,12,2017,0,1,0,9
2014-06-16,2.79,427,6,2014,0,1,0,416
2016-02-02,4.79,0,2,2016,1,1,0,14
2014-08-08,17.49,0,8,2014,0,1,0,423
2014-08-07,5.99,80,8,2014,1,1,0,1786
2016-06-03,10.99,0,6,2016,0,1,0,275
2014-07-31,4.79,231,7,2014,0,1,0,2273
2017-12-06,13.0,457,12,2017,1,1,0,2747
2015-02-13,12.99,826,2,2015,0,1,0,13061
2014-12-10,4.99,0,12,2014,0,1,0,42
2014-07-10,4.79,482,7,2014,0,1,0,43
2014-08-29,4.79,0,8,2014,0,1,0,32
2014-09-19,4.79,0,9,2014,0,1,0,26
2014-11-07,6.99,0,11,2014,0,1,0,33
2014-11-13,5.59,0,11,2014,0,1,0,361
2014-12-05,6.99,0,12,2014,0,1,0,141
2014-09-23,4.99,0,9,2014,0,1,0,34
2014-07-14,3.99,0,7,2014,0,1,0,1135
2014-07-14,3.99,0,7,2014,0,1,0,228
2014-05-06,6.99,0,5,2014,0,1,0,115
2015-12-10,7.19,0,12,2015,0,1,0,27
2014-05-06,3.99,0,5,2014,0,1,0,6
2014-05-08,3.99,0,5,2014,0,1,0,177
2014-05-08,3.99,0,5,2014,0,1,0,99
2014-05-08,3.99,0,5,2014,0,1,0,65
2014-05-15,3.99,0,5,2014,0,1,0,31
2014-05-15,3.99,0,5,2014,0,1,0,73
2016-11-04,14.99,0,11,2016,0,1,0,537
2014-08-22,5.79,201,8,2014,0,1,0,519
2016-01-26,10.99,22,1,2016,0,1,0,220
2015-04-30,0.0,347,4,2015,1,1,0,14052
2016-04-20,9.99,0,4,2016,0,1,0,13
2017-09-21,14.99,0,9,2017,0,1,0,145
2014-05-21,0.0,0,5,2014,1,1,0,308
2014-12-05,5.59,0,12,2014,1,1,0,75
2016-03-02,1.99,189,3,2016,0,1,0,5702
2016-04-21,14.99,125,4,2016,1,1,0,852
2014-07-04,3.99,9,7,2014,0,1,0,308
2014-06-17,2.89,0,6,2014,0,1,0,355
2015-07-28,10.99,0,7,2015,0,1,0,56
2015-11-03,14.99,0,11,2015,0,1,0,260
2014-09-19,2.79,0,9,2014,0,1,0,441
2015-01-15,3.99,0,1,2015,0,1,0,1277
2014-07-24,0.79,285,7,2014,1,1,0,1116
2018-12-18,19.49,619,12,2018,1,0,0,25158
2014-06-04,4.99,0,6,2014,0,1,0,166
2016-07-21,6.99,0,7,2016,0,1,0,59
2014-05-19,1.59,0,5,2014,0,1,0,48
2014-06-04,4.79,214,6,2014,1,0,0,48
2016-03-21,0.0,0,3,2016,1,1,0,68
2017-06-20,24.99,0,6,2017,0,1,0,761
2014-08-15,0.0,99,8,2014,1,1,0,895
2016-03-28,14.99,0,3,2016,0,1,0,1380
2015-04-09,0.0,177,4,2015,1,1,0,3338
2015-10-28,4.5,0,10,2015,0,1,0,28
2014-05-21,2.99,223,5,2014,0,1,0,428
2018-02-08,15.49,0,2,2018,0,1,0,284
2015-09-17,14.99,0,9,2015,0,1,0,94
2014-06-12,3.99,337,6,2014,0,1,0,575
2014-06-18,5.59,0,6,2014,0,1,0,156
2015-05-12,10.99,0,5,2015,0,1,0,220
2014-07-11,6.99,0,7,2014,0,1,0,83
2017-10-04,14.99,13,10,2017,1,1,0,5844
2015-07-03,1.99,28,7,2015,0,1,0,102
2014-05-16,3.99,0,5,2014,0,1,0,42
2014-05-16,10.99,40,5,2014,0,1,0,120
2014-09-18,10.99,505,9,2014,0,1,0,3886
2015-06-30,18.99,1094,6,2015,0,1,0,1603
2015-10-29,15.49,341,10,2015,0,1,0,453
2014-07-31,7.99,0,7,2014,1,1,1,258
2014-12-10,2.99,0,12,2014,0,1,0,14
2016-09-09,11.99,0,9,2016,1,1,1,98
2015-10-01,5.59,679,10,2015,0,1,0,107
2014-10-06,15.49,54,10,2014,0,1,0,191
2014-12-10,14.99,0,12,2014,0,1,0,74
2014-05-27,3.99,0,5,2014,0,1,0,102
2014-05-15,3.99,0,5,2014,0,1,0,28
2015-02-23,3.99,0,2,2015,0,1,0,107
2015-12-01,14.99,42,12,2015,1,1,1,860
2014-05-16,4.99,0,5,2014,0,1,0,376
2014-05-16,1.99,269,5,2014,0,1,0,842
2014-05-23,5.59,302,5,2014,0,1,0,702
2014-06-03,14.99,0,6,2014,0,1,0,158
2014-05-30,3.99,0,5,2014,1,1,1,11
2014-05-22,6.99,0,5,2014,0,1,0,37
2014-06-06,3.99,0,6,2014,1,1,0,247
2014-08-21,27.99,9,8,2014,0,1,0,445
2014-05-30,6.99,0,5,2014,1,0,0,90
2014-09-02,6.99,0,9,2014,0,1,0,124
2014-07-23,3.99,0,7,2014,0,1,0,43
2014-06-06,2.99,0,6,2014,0,1,0,563
2015-07-29,5.59,0,7,2015,1,1,0,71
2017-08-24,0.0,1369,8,2017,1,0,0,111347
2014-06-16,3.99,274,6,2014,0,1,0,128
2015-03-06,29.99,400,3,2015,0,1,0,9802
2016-04-18,14.99,0,4,2016,1,1,0,569
2014-05-30,3.99,0,5,2014,0,1,0,46
2014-08-08,1.69,232,8,2014,0,1,0,91
2014-05-23,1.99,0,5,2014,0,1,0,336
2014-05-23,1.99,1,5,2014,0,1,0,228
2014-05-16,2.09,285,5,2014,0,1,0,1032
2014-10-06,15.49,62,10,2014,0,1,0,97
2014-10-06,15.49,0,10,2014,0,1,0,61
2018-05-04,15.49,52,5,2018,0,1,0,329
2015-08-03,14.99,317,8,2015,0,1,0,2999
2015-01-22,10.99,180,1,2015,0,1,0,7046
2015-02-13,9.99,0,2,2015,0,1,0,85
2016-06-13,6.99,0,6,2016,0,1,0,25
2014-10-21,11.39,122,10,2014,1,1,0,1256
2014-10-06,15.49,0,10,2014,0,1,0,88
2014-07-03,4.79,0,7,2014,0,1,0,77
2014-11-18,3.99,187,11,2014,0,1,0,550
2014-06-04,3.99,0,6,2014,0,1,0,349
2014-06-03,5.59,109,6,2014,0,1,0,1262
2014-07-16,10.99,1,7,2014,0,1,0,92
2014-06-06,3.99,0,6,2014,0,1,0,85
2014-07-18,1.99,6,7,2014,0,1,0,43
2014-08-29,3.99,0,8,2014,0,1,0,88
2014-08-22,3.99,11,8,2014,0,1,0,143
2014-08-22,1.99,7,8,2014,0,1,0,85
2014-06-06,6.99,0,6,2014,0,1,0,447
2014-05-30,3.99,110,5,2014,0,1,0,747
2014-06-06,1.69,0,6,2014,0,1,0,91
2014-06-10,10.29,0,6,2014,0,1,0,18
2014-06-12,6.99,397,6,2014,0,1,0,171
2014-06-13,6.99,0,6,2014,1,1,0,25
2014-06-12,4.79,0,6,2014,0,1,0,49
2014-06-12,6.99,0,6,2014,0,1,0,53
2014-06-12,6.99,0,6,2014,0,1,0,25
2014-06-12,6.99,0,6,2014,0,1,0,25
2014-06-06,0.0,7076,6,2014,0,1,0,3401
2014-07-11,3.99,0,7,2014,0,1,0,118
2014-09-25,8.99,0,9,2014,0,1,0,67
2014-05-22,1.69,0,5,2014,0,1,0,64
2014-05-30,2.79,0,5,2014,0,1,0,80
2014-05-22,4.99,0,5,2014,0,1,0,137
2014-10-10,11.99,225,10,2014,1,1,0,17905
2014-12-16,14.99,0,12,2014,0,1,0,47
2014-07-16,0.0,95,7,2014,1,0,0,2856
2014-09-15,1.99,392,9,2014,0,1,0,1393
2014-07-10,2.79,250,7,2014,0,1,0,89
2018-04-27,0.0,2550,4,2018,1,1,0,7931
2014-10-06,3.99,293,10,2014,0,1,0,437
2014-10-28,6.99,208,10,2014,1,1,0,1062
2014-07-09,4.99,0,7,2014,0,1,0,87
2014-08-05,4.99,43,8,2014,0,1,0,89
2014-07-01,1.59,318,7,2014,0,1,0,812
2015-10-01,10.99,0,10,2015,0,1,0,33
2014-12-19,0.0,499,12,2014,0,0,0,27404
2014-07-10,1.59,0,7,2014,0,1,0,29
2014-07-01,3.99,0,7,2014,0,1,0,94
2014-06-06,4.79,55,6,2014,0,1,0,110
2014-07-11,3.99,0,7,2014,0,1,0,84
2015-10-01,6.99,120,10,2015,0,1,0,14827
2015-01-15,4.99,0,1,2015,0,0,0,106
2016-04-29,26.99,0,4,2016,0,1,0,335
2016-05-13,18.99,0,5,2016,0,1,0,676
2014-06-06,3.99,0,6,2014,0,1,0,70
2014-06-07,0.79,272,6,2014,0,1,0,8315
2014-09-18,6.99,229,9,2014,0,1,0,456
2014-06-16,8.99,0,6,2014,0,1,0,127
2014-08-11,2.09,0,8,2014,1,1,0,172
2014-08-22,10.99,0,8,2014,0,1,0,34
2015-06-04,10.99,0,6,2015,0,1,0,196
2014-07-16,4.79,0,7,2014,0,0,0,304
2017-07-14,3.99,0,7,2017,0,1,0,588
2014-08-27,5.59,0,8,2014,0,1,0,154
2014-11-19,5.59,370,11,2014,0,0,0,169
2016-08-10,3.99,385,8,2016,0,1,0,57
2014-06-16,6.99,1,6,2014,0,1,0,510
2014-11-27,6.99,26,11,2014,1,1,0,810
2014-11-28,6.99,0,11,2014,1,1,0,68
2014-07-17,4.49,55,7,2014,0,1,0,177
2014-07-23,12.99,0,7,2014,1,1,0,50
2014-08-12,7.99,0,8,2014,0,1,0,55
2014-07-01,0.79,0,7,2014,0,1,0,28
2014-07-18,14.99,0,7,2014,1,1,0,26
2014-05-29,3.99,0,5,2014,0,1,0,133
2015-03-26,0.0,2107,3,2015,1,0,0,6228
2015-07-09,0.0,2602,7,2015,0,0,0,61605
2014-06-16,10.99,0,6,2014,1,1,0,35
2014-08-15,14.99,0,8,2014,0,1,0,188
2016-03-11,1.99,0,3,2016,0,1,0,4
2015-01-19,15.99,604,1,2015,0,1,0,6974
2014-06-17,2.89,0,6,2014,0,1,0,155
2014-07-17,4.99,0,7,2014,0,1,0,361
2017-02-13,12.49,951,2,2017,0,1,0,60710
2015-07-17,1.99,0,7,2015,0,1,0,47
2014-09-01,3.99,1697,9,2014,0,1,0,2015
2016-07-07,14.99,297,7,2016,0,1,0,20594
