release_date,price,average_playtime,release_month,release_year,multi_player,single_player,sports,total_ratings
2018-07-19,2.09,0,7,2018,0,1,0,9
2018-08-03,3.99,0,8,2018,0,1,0,9
2018-08-16,3.99,0,8,2018,0,1,0,10
2018-07-02,4.99,0,7,2018,0,1,0,8
2018-06-28,2.09,0,6,2018,1,1,0,4
2018-07-04,1.69,0,7,2018,0,1,0,1
2018-07-04,1.69,0,7,2018,0,1,0,6
2018-08-18,0.0,0,8,2018,0,0,0,84
2018-07-10,2.89,0,7,2018,0,1,1,4
2018-07-09,5.79,0,7,2018,0,1,0,28
2018-06-15,0.0,130,6,2018,1,0,0,12621
2018-06-29,0.79,0,6,2018,0,1,0,3
2018-07-12,0.79,0,7,2018,0,1,0,27
2018-12-21,0.0,0,12,2018,0,1,1,20
2018-11-12,2.09,0,11,2018,1,0,0,9
2018-08-15,0.79,0,8,2018,0,1,0,3
2018-07-27,0.79,0,7,2018,0,1,0,26
2018-07-13,5.79,0,7,2018,0,1,0,21
2018-11-21,3.99,0,11,2018,0,1,0,40
2018-07-12,13.49,0,7,2018,0,1,0,63
2018-08-31,0.0,0,8,2018,0,1,0,13
2018-07-20,5.79,0,7,2018,0,1,0,28
2018-08-03,5.79,0,8,2018,0,1,0,49
2018-08-10,6.19,0,8,2018,0,1,0,21
2018-07-26,4.79,0,7,2018,0,1,0,32
2018-07-27,5.19,0,7,2018,0,1,0,11
2018-07-27,4.79,0,7,2018,0,1,0,27
2018-07-22,0.79,0,7,2018,0,1,0,22
2019-04-15,0.79,0,4,2019,0,1,0,1
2018-07-02,0.79,0,7,2018,0,1,0,4
2018-07-09,2.09,0,7,2018,0,1,0,3
2018-07-09,2.09,0,7,2018,0,1,0,7
2018-07-31,9.29,0,7,2018,0,1,0,9
2018-08-20,5.19,0,8,2018,0,1,0,21
2018-07-07,2.09,0,7,2018,0,1,0,51
2018-07-23,0.0,0,7,2018,0,1,0,21
2018-09-13,0.0,0,9,2018,0,1,0,16
2018-09-07,0.0,0,9,2018,0,1,0,5
2018-07-16,3.99,0,7,2018,0,1,0,5
2018-09-05,0.79,0,9,2018,0,1,0,28
2018-07-13,0.0,0,7,2018,0,1,0,462
2018-06-27,0.0,0,6,2018,0,1,0,60
2018-07-23,0.0,0,7,2018,0,1,0,25
2018-07-23,0.0,0,7,2018,0,1,0,43
2018-08-29,3.99,0,8,2018,0,1,0,20
2019-01-21,5.19,0,1,2019,0,1,0,15
2018-10-30,11.39,0,10,2018,0,1,0,367
2018-08-11,8.29,0,8,2018,1,1,0,46
2018-09-14,0.79,0,9,2018,0,1,0,8
2018-07-03,0.79,0,7,2018,0,1,0,6
2018-08-03,0.79,35,8,2018,0,1,0,475
2018-07-26,7.19,0,7,2018,0,1,0,26
2018-07-12,4.79,0,7,2018,0,1,0,8
2019-01-01,7.99,0,1,2019,1,0,0,14
2018-09-13,15.49,0,9,2018,0,1,0,1
2018-11-08,0.0,0,11,2018,0,0,0,345
2018-07-13,0.0,0,7,2018,0,1,0,22
2018-07-31,3.99,0,7,2018,0,1,0,4
2018-07-06,1.69,0,7,2018,0,1,0,6
2018-08-16,3.99,0,8,2018,1,1,0,5
2018-12-12,2.09,0,12,2018,0,1,0,3
2018-07-02,5.19,0,7,2018,0,1,0,1
2018-10-18,3.99,0,10,2018,0,1,0,37
2018-11-02,2.89,0,11,2018,0,1,0,11
2018-08-30,3.99,0,8,2018,0,1,0,14
2018-07-18,1.69,0,7,2018,0,1,0,1
2018-07-14,0.0,0,7,2018,0,1,0,135
2018-07-16,0.79,0,7,2018,0,1,0,21
2018-07-23,0.79,0,7,2018,0,1,0,8
2019-03-28,5.34,0,3,2019,1,1,0,96
2018-08-03,1.69,0,8,2018,0,1,1,3
2018-07-12,0.79,0,7,2018,0,1,0,13
2018-08-21,0.79,0,8,2018,0,1,0,6
2018-07-19,3.99,0,7,2018,0,1,0,1
2018-07-01,5.19,0,7,2018,1,1,0,26
2018-07-22,0.79,0,7,2018,1,1,1,3
2018-09-11,30.99,0,9,2018,0,1,0,16
2018-07-28,2.09,0,7,2018,0,1,1,2
2018-07-24,1.69,0,7,2018,0,1,1,2
2018-12-06,15.49,0,12,2018,0,1,0,192
2018-07-17,1.69,0,7,2018,0,1,0,28
2018-08-16,11.39,0,8,2018,1,1,0,615
2018-07-11,6.19,0,7,2018,0,1,0,35
2018-11-28,24.99,0,11,2018,0,1,0,106
2018-11-01,7.19,0,11,2018,1,1,0,2
2018-07-04,0.79,0,7,2018,0,1,0,1
2018-07-14,4.79,0,7,2018,0,1,0,3
2018-11-12,0.79,0,11,2018,0,1,0,74
2019-02-14,19.49,0,2,2019,0,1,0,157
2018-08-27,10.29,0,8,2018,0,1,0,9
2018-07-25,11.39,0,7,2018,0,1,0,1
2018-07-17,2.09,0,7,2018,0,1,0,21
2018-08-24,0.0,0,8,2018,0,0,0,16
2018-10-11,11.39,0,10,2018,0,1,0,242
2018-09-08,8.29,0,9,2018,0,1,0,3
2018-08-17,3.99,0,8,2018,0,1,0,1
2018-07-11,2.09,0,7,2018,0,1,1,1
2018-07-13,0.79,0,7,2018,0,1,0,2
2018-08-12,0.79,0,8,2018,0,1,0,8
2018-07-30,7.99,0,7,2018,0,1,0,19
2018-07-06,1.69,0,7,2018,0,1,0,4
2019-04-17,29.99,0,4,2019,1,1,1,79
2019-03-15,4.79,0,3,2019,0,1,0,25
2018-07-11,0.79,0,7,2018,0,1,0,39
2018-07-04,0.79,0,7,2018,0,1,0,1
2018-07-20,0.79,0,7,2018,0,1,0,4
2018-09-16,1.69,0,9,2018,0,1,0,4
2019-04-04,3.99,0,4,2019,0,1,0,17
2018-07-18,7.19,0,7,2018,0,1,0,1
2018-07-25,7.19,0,7,2018,0,1,0,1
2018-07-23,7.19,0,7,2018,0,1,0,7
2018-10-05,2.99,0,10,2018,0,1,0,54
2018-11-16,6.19,0,11,2018,0,1,0,25
2018-08-07,7.19,0,8,2018,0,1,0,3
2018-07-31,4.79,0,7,2018,0,1,0,112
2018-09-14,0.0,0,9,2018,0,1,0,28
2018-08-13,0.0,0,8,2018,0,1,0,1188
2019-03-04,4.79,0,3,2019,0,1,0,8
2018-08-03,4.79,0,8,2018,1,0,0,2
2018-07-05,2.09,0,7,2018,0,1,0,133
2018-10-25,2.09,0,10,2018,0,1,0,3
2018-12-10,2.89,0,12,2018,0,1,0,6
2018-07-05,2.09,0,7,2018,1,0,0,5
2018-07-18,0.79,0,7,2018,0,1,0,3
2018-07-19,3.99,0,7,2018,0,1,0,5
2018-07-27,1.69,0,7,2018,0,1,0,3
2018-07-25,1.69,0,7,2018,0,1,0,7
2018-10-05,19.49,0,10,2018,0,1,0,13
2018-07-20,5.19,0,7,2018,0,1,0,7
2018-09-06,15.99,0,9,2018,0,1,0,78
2018-08-30,0.79,0,8,2018,0,1,0,3
2018-08-31,0.0,0,8,2018,0,1,0,11
2018-07-05,0.79,0,7,2018,0,1,0,47
2018-07-10,3.99,0,7,2018,0,1,0,4
2018-07-12,2.09,0,7,2018,0,1,0,1
2018-09-07,7.19,0,9,2018,0,1,0,2
2018-08-10,6.19,0,8,2018,0,1,0,4
2018-10-26,23.79,0,10,2018,0,1,0,523
2018-07-27,7.19,0,7,2018,0,1,0,9
2018-07-18,0.79,0,7,2018,0,1,0,8
2018-07-25,3.99,0,7,2018,0,1,0,4
2018-08-17,3.99,0,8,2018,1,1,0,80
2018-09-25,19.49,0,9,2018,0,1,0,43
2018-11-12,7.19,0,11,2018,0,0,0,2
2019-01-24,5.19,0,1,2019,1,0,0,1
2019-01-10,2.09,0,1,2019,0,1,0,29
2018-10-07,0.0,0,10,2018,0,1,0,27
2018-07-27,0.0,0,7,2018,0,1,0,29
2018-09-10,10.99,0,9,2018,0,0,0,8
2018-10-31,0.79,0,10,2018,0,1,0,1
2018-11-21,6.19,0,11,2018,1,1,0,20
2018-11-09,1.69,0,11,2018,0,1,0,6
2018-08-06,0.79,0,8,2018,1,1,0,21
2018-07-29,7.19,0,7,2018,0,1,0,5
2018-09-07,11.39,123,9,2018,0,1,0,255
2019-01-22,34.99,84,1,2019,0,1,0,358
2018-07-20,3.99,0,7,2018,0,1,0,11
2018-09-01,0.0,0,9,2018,0,1,0,8
2019-03-12,49.99,0,3,2019,0,1,0,100
2019-02-20,6.19,0,2,2019,0,1,0,18
2018-07-25,0.0,0,7,2018,0,1,0,69
2018-08-07,0.0,0,8,2018,0,1,0,47
2018-09-24,4.79,0,9,2018,0,1,0,12
2018-07-13,10.29,0,7,2018,0,1,0,105
2019-01-18,1.69,0,1,2019,0,1,0,1
2018-09-03,0.79,0,9,2018,0,1,0,9
2018-08-23,7.19,0,8,2018,0,1,0,3
2018-07-26,0.79,0,7,2018,0,1,0,3
2019-03-09,0.0,0,3,2019,0,0,0,29
2018-08-27,2.89,0,8,2018,0,1,0,5
2018-07-13,3.99,0,7,2018,1,1,0,63
2018-07-31,5.79,0,7,2018,0,1,0,1
2018-08-04,3.99,0,8,2018,0,1,0,52
2019-04-14,13.99,0,4,2019,0,1,0,10
2018-07-16,0.0,0,7,2018,0,1,0,25
2019-03-26,11.39,0,3,2019,0,1,0,13
2018-11-30,4.79,0,11,2018,0,1,0,7
2018-12-19,0.0,0,12,2018,0,0,0,115
2018-11-17,7.19,0,11,2018,0,1,0,1
2019-04-09,9.29,0,4,2019,0,1,0,35
2018-07-17,9.29,0,7,2018,0,1,0,146
2018-07-11,0.79,0,7,2018,0,1,0,11
2018-08-09,5.79,0,8,2018,0,1,0,3
2018-07-20,1.69,0,7,2018,0,1,0,9
2018-08-23,0.79,0,8,2018,0,1,0,47
2018-11-02,5.79,0,11,2018,0,1,0,4
2018-08-19,2.89,0,8,2018,0,1,0,48
2018-07-12,0.79,0,7,2018,0,1,0,14
2018-07-23,0.79,0,7,2018,0,1,1,55
2018-11-14,0.0,0,11,2018,1,0,0,95
2018-07-22,0.0,0,7,2018,0,1,0,257
2018-08-30,3.99,0,8,2018,0,1,1,1
2018-07-13,0.79,0,7,2018,0,1,0,2
2018-07-18,0.0,0,7,2018,0,1,0,302
2018-07-12,0.0,0,7,2018,1,0,0,9
2018-07-24,2.09,0,7,2018,0,1,0,9
2018-12-04,3.99,0,12,2018,0,1,0,79
2018-07-27,3.99,0,7,2018,0,1,0,3
2018-10-23,0.79,0,10,2018,1,1,0,6
2018-07-12,2.09,0,7,2018,0,1,0,27
2018-07-25,2.99,0,7,2018,1,1,0,7
2018-08-03,0.0,0,8,2018,0,1,0,94
2018-07-26,1.69,0,7,2018,0,1,0,5
2018-11-01,0.0,0,11,2018,0,1,0,8
2018-10-30,0.0,0,10,2018,0,0,0,11
2018-07-09,0.0,0,7,2018,0,1,0,24
2018-08-13,0.0,0,8,2018,1,1,0,553
2018-07-24,7.19,0,7,2018,0,1,1,4
2018-10-01,5.69,0,10,2018,0,0,0,25
2018-10-17,5.79,0,10,2018,0,1,0,6
2018-08-22,15.49,0,8,2018,1,1,0,4
2019-02-28,2.89,0,2,2019,0,1,0,4
2018-08-18,2.09,0,8,2018,0,1,0,22
2018-08-21,0.79,0,8,2018,0,1,0,4
2018-07-13,0.79,0,7,2018,0,1,0,1
2018-09-07,10.29,0,9,2018,0,1,0,291
2018-07-13,0.78,0,7,2018,0,1,0,5
2018-07-13,0.78,0,7,2018,0,1,0,2
2018-07-13,0.78,0,7,2018,0,1,0,19
2018-07-13,0.78,0,7,2018,0,1,0,7
2018-07-13,0.78,0,7,2018,0,1,0,4
2018-07-13,0.78,0,7,2018,0,1,0,10
2018-07-13,0.78,0,7,2018,0,1,0,8
2018-07-13,0.78,0,7,2018,0,1,0,11
2018-07-13,0.78,0,7,2018,0,1,0,3
2018-11-25,3.99,0,11,2018,0,1,0,8
2018-10-24,3.99,0,10,2018,0,1,0,4
2018-08-03,3.99,0,8,2018,0,1,0,13
2019-02-20,15.49,0,2,2019,0,1,0,49
2018-08-22,11.39,0,8,2018,0,1,0,5
2018-09-13,0.0,0,9,2018,0,1,0,54
2018-09-27,2.09,0,9,2018,0,1,0,14
2018-08-10,2.09,0,8,2018,0,1,1,15
2018-08-03,0.79,0,8,2018,0,1,0,45
2018-08-08,0.0,0,8,2018,1,0,0,57
2018-10-31,0.0,0,10,2018,0,1,0,15
2018-07-13,2.89,0,7,2018,0,1,0,8
2018-07-30,0.79,0,7,2018,0,1,0,3
2018-07-12,0.79,0,7,2018,1,1,0,10
2018-08-06,0.0,0,8,2018,0,1,0,4
2019-02-27,1.99,0,2,2019,0,1,0,4
2019-03-06,19.99,0,3,2019,0,1,0,3
2018-10-31,10.29,0,10,2018,0,1,0,77
2018-08-17,11.39,0,8,2018,0,1,0,9
2018-07-27,5.19,0,7,2018,0,1,0,5
2018-07-13,0.79,0,7,2018,1,1,0,6
2019-01-31,0.0,0,1,2019,1,1,0,160
2018-08-07,1.99,0,8,2018,0,1,0,35
2018-07-25,0.0,0,7,2018,0,1,0,25
2018-07-27,0.0,0,7,2018,0,1,0,656
2018-07-13,1.69,0,7,2018,0,1,0,2
2018-10-31,7.19,0,10,2018,0,1,0,32
2018-11-01,10.29,0,11,2018,0,1,0,176
2018-09-07,3.99,0,9,2018,0,1,0,18
2018-08-30,10.99,0,8,2018,0,1,0,16
2018-07-13,0.79,0,7,2018,0,1,0,9
2018-07-23,0.72,0,7,2018,0,1,0,3
2019-01-22,1.99,0,1,2019,0,1,0,8
2019-03-26,0.0,0,3,2019,0,1,0,5
2018-12-13,11.39,0,12,2018,0,1,0,250
2019-02-21,11.39,0,2,2019,0,1,0,127
2018-07-20,1.69,21,7,2018,0,1,0,1228
2018-08-03,4.79,0,8,2018,0,1,0,32
2018-08-14,9.99,0,8,2018,1,1,0,14
2018-07-20,5.99,0,7,2018,0,1,0,30
2018-07-24,7.19,0,7,2018,0,1,0,20
2018-09-20,2.89,0,9,2018,0,1,0,5
2018-07-24,2.09,0,7,2018,0,1,0,6
2018-11-29,7.19,0,11,2018,0,1,0,97
2018-08-17,0.0,0,8,2018,1,1,0,22
2018-07-19,2.09,0,7,2018,0,1,0,1
2019-01-10,14.99,355,1,2019,0,1,0,1260
2018-11-06,0.79,0,11,2018,0,1,0,63
2018-07-31,3.99,0,7,2018,0,1,0,1
2018-08-28,0.0,0,8,2018,0,0,0,106
2018-07-24,6.19,0,7,2018,0,1,0,6
2018-07-18,0.79,0,7,2018,0,1,0,5
2018-09-18,8.29,0,9,2018,0,1,0,31
2018-08-16,2.89,0,8,2018,0,1,0,1
2018-07-30,0.0,0,7,2018,0,1,0,2
2018-09-21,5.79,0,9,2018,0,1,0,25
2018-08-02,0.0,459,8,2018,0,0,0,5450
2018-11-14,0.0,0,11,2018,0,1,0,22
2018-07-26,1.69,0,7,2018,0,1,0,6
2018-12-05,3.99,0,12,2018,0,1,0,22
2018-09-03,1.69,0,9,2018,0,1,0,15
2019-04-18,0.0,0,4,2019,0,1,0,4
2018-09-05,3.99,0,9,2018,0,1,0,4
2018-12-06,10.0,190,12,2018,0,1,0,354
2018-12-26,7.19,0,12,2018,0,1,0,27
2018-08-28,7.19,0,8,2018,0,1,0,4
2018-07-18,0.0,0,7,2018,0,1,0,125
2018-07-19,0.79,0,7,2018,0,1,0,4
2019-03-22,7.19,0,3,2019,0,1,0,64
2018-07-26,19.49,0,7,2018,1,1,0,49
2018-08-16,4.79,0,8,2018,0,1,0,2
2018-10-22,0.79,0,10,2018,0,1,0,27
2019-01-21,6.99,0,1,2019,0,1,0,32
2018-07-26,1.69,0,7,2018,0,1,0,13
2018-07-21,1.19,0,7,2018,0,1,0,23
2018-07-20,2.89,0,7,2018,0,1,0,4
2018-07-18,0.79,0,7,2018,0,1,0,11
2018-07-26,0.79,0,7,2018,0,1,0,3
2018-08-03,0.79,0,8,2018,0,1,0,1
2019-01-22,8.29,0,1,2019,0,1,0,32
2018-10-14,7.19,0,10,2018,0,1,0,3
2018-07-25,1.69,0,7,2018,0,1,0,11
2018-08-28,0.0,0,8,2018,0,1,0,13
2018-07-25,0.0,0,7,2018,0,1,0,12
2018-07-28,0.79,0,7,2018,0,1,0,37
2018-11-16,3.99,0,11,2018,0,1,0,7
2018-07-19,0.79,0,7,2018,0,1,0,6
2018-10-05,3.99,0,10,2018,0,1,0,45
2018-08-03,1.69,0,8,2018,0,1,0,29
2018-08-27,7.19,0,8,2018,0,1,0,2
2018-09-21,12.99,0,9,2018,0,1,0,64
2018-07-19,1.69,0,7,2018,0,1,0,7
2018-09-28,2.09,0,9,2018,0,1,0,3
2018-07-26,1.69,0,7,2018,0,1,0,8
2018-09-11,3.99,0,9,2018,0,1,0,2
2018-08-10,3.99,0,8,2018,0,1,0,2
2018-08-15,0.0,0,8,2018,1,0,0,83
2018-07-26,2.09,0,7,2018,0,1,0,2
2018-09-27,3.99,0,9,2018,0,1,0,23
2018-07-25,0.0,0,7,2018,0,1,0,20
2018-09-21,0.89,0,9,2018,0,1,0,27
2019-02-15,0.79,0,2,2019,0,1,0,70
2018-07-31,0.0,0,7,2018,1,0,0,33
2018-10-12,3.99,0,10,2018,0,1,0,15
2018-09-12,3.99,0,9,2018,1,1,0,163
2019-01-02,0.0,0,1,2019,1,0,0,307
2018-08-07,1.69,0,8,2018,0,1,0,7
2018-08-01,7.19,0,8,2018,0,1,0,5
2018-10-04,0.79,0,10,2018,0,1,0,2
2018-07-23,0.79,0,7,2018,0,1,0,9
2018-08-01,2.89,0,8,2018,1,1,0,4
2018-07-29,0.79,0,7,2018,0,1,0,2
2018-08-30,11.39,0,8,2018,0,1,0,12
2018-08-02,0.79,0,8,2018,0,1,0,33
2018-08-05,0.79,0,8,2018,0,1,0,27
2018-08-10,0.79,0,8,2018,0,1,0,8
2018-08-03,2.09,0,8,2018,0,1,0,2
2018-08-01,18.99,0,8,2018,0,1,0,7
2018-08-03,2.09,0,8,2018,0,1,0,71
2019-04-02,2.09,0,4,2019,0,1,0,4
2018-10-30,0.79,0,10,2018,0,1,0,7
2018-09-25,0.0,0,9,2018,0,0,0,122
2018-08-31,15.49,0,8,2018,0,1,0,1
2018-09-17,2.89,0,9,2018,0,1,0,12
2018-08-30,23.79,0,8,2018,0,1,0,9
2018-11-21,7.19,0,11,2018,0,1,0,19
2018-11-21,7.19,0,11,2018,0,1,0,12
2018-08-14,1.69,0,8,2018,0,1,0,6
2018-08-31,0.79,0,8,2018,0,1,0,3
2018-09-07,2.89,0,9,2018,0,1,0,1
2018-08-07,2.09,0,8,2018,0,1,0,1
2018-08-23,7.19,0,8,2018,0,1,0,69
2018-08-07,3.99,0,8,2018,0,1,0,54
2018-07-26,0.79,0,7,2018,0,1,0,11
2018-07-21,2.09,0,7,2018,0,1,0,4
2018-12-07,9.29,0,12,2018,0,1,0,632
2018-07-21,2.89,0,7,2018,0,1,0,2
2018-07-23,1.69,0,7,2018,0,1,0,4
2018-07-20,7.19,0,7,2018,0,1,0,2
2018-10-04,7.19,0,10,2018,0,1,0,36
2018-09-06,3.99,0,9,2018,0,1,0,1
2018-07-28,0.99,0,7,2018,0,1,0,43
2018-08-01,0.79,0,8,2018,0,1,0,6
2018-07-31,2.89,0,7,2018,0,1,0,1
2018-08-21,15.49,0,8,2018,0,1,0,160
2018-11-17,2.09,0,11,2018,0,1,0,13
2019-02-25,15.49,0,2,2019,1,0,0,26
2018-11-12,3.99,0,11,2018,0,1,0,10
2018-07-21,1.69,0,7,2018,0,1,0,17
2018-08-02,0.0,0,8,2018,0,0,0,232
2018-07-31,5.79,0,7,2018,1,1,0,13
2018-07-25,4.79,0,7,2018,0,1,1,19
2018-07-29,4.79,0,7,2018,0,1,1,15
2018-07-28,7.19,0,7,2018,1,1,1,6
2018-08-08,4.49,0,8,2018,1,1,0,21
2018-12-14,19.99,0,12,2018,0,1,0,188
2019-02-15,24.99,0,2,2019,0,1,0,22
2018-07-27,7.19,0,7,2018,0,1,0,2
2018-08-01,7.19,0,8,2018,0,1,0,2
2018-08-03,7.19,0,8,2018,0,1,0,1
2018-08-06,7.19,0,8,2018,0,1,0,1
2018-08-10,5.19,0,8,2018,0,1,0,2
2018-09-06,4.79,0,9,2018,0,1,0,279
2018-07-20,0.79,0,7,2018,0,1,0,24
2018-09-23,3.99,0,9,2018,0,1,0,6
2018-09-10,3.99,0,9,2018,0,1,0,1
2018-09-11,0.79,0,9,2018,0,1,0,26
2018-08-17,0.0,1541,8,2018,0,1,0,1199
2018-07-30,2.89,0,7,2018,0,1,0,2
2018-08-05,5.19,0,8,2018,0,1,0,8
2018-08-29,5.19,0,8,2018,0,1,0,8
2018-10-05,0.79,0,10,2018,0,1,0,6
2018-08-06,3.99,0,8,2018,1,1,0,2
2018-07-24,3.99,0,7,2018,1,1,0,17
2018-08-17,1.99,0,8,2018,0,1,0,47
2018-08-03,2.09,0,8,2018,0,1,0,32
2018-08-10,11.99,0,8,2018,0,1,0,10
2018-08-09,0.79,0,8,2018,0,1,0,32
2018-09-30,3.99,0,9,2018,1,1,0,2
2018-07-26,3.99,0,7,2018,0,1,0,27
2018-10-18,2.99,128,10,2018,0,1,0,578
2019-02-15,3.99,0,2,2019,0,1,0,7
2018-11-16,1.69,0,11,2018,0,1,0,1
2018-08-17,5.79,0,8,2018,0,1,0,3
2018-07-27,3.99,0,7,2018,0,1,0,7
2018-09-17,2.09,0,9,2018,0,1,0,3
2018-08-24,3.99,0,8,2018,0,1,0,106
2018-07-25,2.09,0,7,2018,0,1,0,2
2019-02-05,0.0,0,2,2019,0,1,0,42
2018-09-11,2.89,0,9,2018,0,1,0,4
2018-07-27,0.0,0,7,2018,0,1,0,103
2018-07-27,1.69,0,7,2018,0,1,0,2
2018-07-26,0.79,0,7,2018,0,1,0,21
2018-08-05,1.69,0,8,2018,0,1,0,4
2018-08-03,3.99,0,8,2018,0,1,0,2
2018-08-30,0.79,0,8,2018,0,1,0,10
2018-11-28,3.99,0,11,2018,0,1,0,4
2018-07-27,1.69,0,7,2018,0,1,0,4
2018-07-25,5.19,0,7,2018,0,1,0,4
2018-07-25,0.79,0,7,2018,0,1,0,31
2018-08-01,5.79,0,8,2018,0,1,0,2
2018-07-27,3.99,0,7,2018,0,1,0,95
2018-09-19,1.69,0,9,2018,0,1,0,16
2018-08-19,5.19,0,8,2018,0,1,0,14
2018-08-24,2.89,0,8,2018,0,1,0,20
2018-09-26,18.49,0,9,2018,1,1,1,43
2018-08-17,3.99,0,8,2018,0,1,0,21
2019-02-20,0.0,0,2,2019,1,0,0,91
2018-11-06,9.99,0,11,2018,0,1,0,321
2018-09-18,0.79,0,9,2018,0,1,0,3
2018-07-25,1.69,0,7,2018,0,1,0,1
2018-09-07,0.79,0,9,2018,0,1,0,81
2018-08-27,0.79,0,8,2018,0,1,0,8
2018-11-06,0.79,0,11,2018,0,1,0,67
2018-08-17,5.79,0,8,2018,0,1,0,5
2018-08-07,0.79,0,8,2018,1,0,1,9
2018-08-07,3.99,0,8,2018,0,1,0,7
2018-08-08,0.0,0,8,2018,0,1,0,88
2018-11-21,3.99,0,11,2018,1,0,0,3
2018-08-17,1.69,0,8,2018,0,1,0,3
2018-08-04,2.09,0,8,2018,0,1,0,1
2018-07-28,10.99,0,7,2018,0,1,0,22
2018-11-16,11.39,0,11,2018,0,1,0,26
2019-03-28,24.99,0,3,2019,0,1,0,7
2018-08-29,0.79,0,8,2018,0,1,0,3
2018-08-12,2.09,0,8,2018,0,1,0,4
2018-10-02,1.69,0,10,2018,0,1,0,27
2018-09-06,7.19,0,9,2018,0,1,0,8
2018-08-30,0.79,0,8,2018,0,1,1,8
2019-03-26,34.99,0,3,2019,1,1,1,61
2019-02-07,39.99,1373,2,2019,0,1,0,2444
2018-07-28,1.69,0,7,2018,0,1,0,67
2018-08-07,0.0,0,8,2018,0,1,0,22
2018-10-03,1.69,0,10,2018,0,1,0,40
2018-07-28,3.99,0,7,2018,0,1,0,10
2018-10-18,7.19,0,10,2018,0,1,0,17
2018-08-06,0.0,0,8,2018,0,1,0,157
2018-07-28,0.79,0,7,2018,0,1,0,15
2018-10-16,2.89,0,10,2018,0,1,0,64
2018-08-20,0.0,0,8,2018,0,1,1,129
2018-10-23,7.19,0,10,2018,0,1,0,51
2018-07-26,3.99,206,7,2018,0,1,0,1556
2019-01-17,14.99,0,1,2019,0,1,0,221
2018-08-24,11.39,0,8,2018,0,1,0,4
2018-09-03,9.99,0,9,2018,0,1,0,44
2018-10-22,4.99,0,10,2018,0,1,0,86
2018-10-02,4.79,0,10,2018,0,1,0,11
2018-09-21,5.19,0,9,2018,1,1,0,8
2018-11-20,5.19,0,11,2018,1,1,0,2
2018-08-21,1.69,0,8,2018,0,1,0,1
2018-08-10,2.09,0,8,2018,1,1,0,32
2018-10-24,3.99,0,10,2018,0,1,0,2
2018-10-31,3.99,0,10,2018,0,0,0,1
2019-02-27,11.39,0,2,2019,1,1,0,28
2018-07-26,0.79,0,7,2018,0,1,0,17
2018-07-27,2.09,0,7,2018,0,0,0,26
2019-04-18,7.19,0,4,2019,0,1,0,9
2018-07-16,0.79,0,7,2018,0,1,0,1
2018-08-10,2.09,0,8,2018,0,1,0,10
2018-09-12,11.39,0,9,2018,0,1,1,6
2018-10-05,5.19,0,10,2018,0,1,0,4
2018-08-24,3.99,0,8,2018,0,1,0,15
2018-07-27,0.79,0,7,2018,0,1,0,2
2018-11-07,7.19,0,11,2018,0,1,0,33
2019-04-11,0.0,0,4,2019,1,1,1,138
2018-11-02,0.79,0,11,2018,0,1,0,17
2018-11-22,0.0,0,11,2018,0,1,0,7
2019-03-26,10.29,0,3,2019,0,1,0,9
2018-09-09,7.19,0,9,2018,0,1,0,3
2019-02-01,3.99,0,2,2019,0,1,0,9
2018-08-01,3.99,0,8,2018,0,1,0,7
2018-08-23,2.09,0,8,2018,0,1,0,27
2018-10-26,2.89,0,10,2018,0,1,0,15
2018-10-18,19.49,0,10,2018,0,1,0,345
2018-08-13,2.09,0,8,2018,0,1,0,3
2018-10-15,0.79,0,10,2018,0,1,1,1
2018-07-18,0.99,0,7,2018,0,1,0,35
2018-09-06,0.0,0,9,2018,0,1,0,17
2018-08-07,0.79,0,8,2018,0,1,0,5
2018-11-16,4.79,1075,11,2018,0,1,0,54
2018-08-01,0.79,0,8,2018,0,1,0,20
2018-08-12,0.0,0,8,2018,1,1,0,5
2018-11-15,0.79,0,11,2018,0,1,0,80
2018-08-15,3.99,0,8,2018,0,1,0,21
2018-10-05,2.09,0,10,2018,0,1,0,2
2018-08-16,2.09,0,8,2018,0,1,0,1
2018-09-20,2.09,0,9,2018,0,1,0,18
2018-09-06,0.0,0,9,2018,0,1,0,12
2019-01-30,4.79,0,1,2019,0,1,0,9
2018-08-17,0.0,0,8,2018,0,1,1,14
2018-10-22,4.79,0,10,2018,0,1,0,29
2018-08-22,4.79,0,8,2018,0,1,0,21
2018-10-24,2.89,0,10,2018,0,1,0,9
2018-08-13,1.7,0,8,2018,0,1,0,13
2018-08-20,3.99,0,8,2018,0,1,0,6
2018-09-28,69.99,0,9,2018,0,1,0,33
2018-08-17,0.79,0,8,2018,0,1,0,112
2018-08-09,1.69,0,8,2018,0,1,0,2
2018-08-09,2.09,0,8,2018,0,1,0,2
2018-08-02,4.79,0,8,2018,0,1,0,31
2019-04-05,13.99,0,4,2019,0,1,0,61
2018-08-13,1.69,0,8,2018,0,1,0,1
2018-11-12,3.99,0,11,2018,0,1,0,3
2018-08-03,2.19,0,8,2018,0,1,0,31
2018-08-19,0.0,0,8,2018,0,1,0,5
2018-07-30,0.79,0,7,2018,0,1,0,20
2019-04-18,3.99,0,4,2019,0,1,0,6
2018-09-14,0.0,0,9,2018,0,1,1,127
2018-08-02,2.99,0,8,2018,0,1,0,1
2018-08-08,0.79,0,8,2018,0,1,0,5
2018-09-26,7.99,0,9,2018,0,1,0,17
